	1	allele_10_IN_NC_012469.fna	allele_11_IN_NC_014251.fna	allele_12_IN_NC_003028.fna	allele_13_IN_18.spades_contigs.fasta	allele_14_IN_47.spades_contigs.fasta	allele_15_IN_25.spades_contigs.fasta	allele_16_IN_11.spades_contigs.fasta	allele_17_IN_9.spades_contigs.fasta	allele_18_IN_30.spades_contigs.fasta	allele_19_IN_41.spades_contigs.fasta	allele_20_IN_23.spades_contigs.fasta	allele_21_IN_36.spades_contigs.fasta	allele_22_IN_43.spades_contigs.fasta	allele_23_IN_14.spades_contigs.fasta	allele_24_IN_28.spades_contigs.fasta	allele_25_IN_50.spades_contigs.fasta	allele_26_IN_22.spades_contigs.fasta	allele_27_IN_7.spades_contigs.fasta	allele_28_IN_ERR124225.fa	allele_29_IN_ERR068020.fa	allele_2_IN_NC_008533.fna	allele_30_IN_ERR068021.fa	allele_31_IN_ERR069785.fa	allele_32_IN_ERR067986.fa	allele_33_IN_ERR069829.fa	allele_34_IN_ERR069722.fa	allele_35_IN_ERR067972.fa	allele_36_IN_ERR068041.fa	allele_37_IN_ERR129057.fa	allele_38_IN_ERR124263.fa	allele_39_IN_ERR124233.fa	allele_3_IN_NC_010380.fna	allele_40_IN_ERR129049.fa	allele_41_IN_ERR067961.fa	allele_42_IN_ERR129177.fa	allele_43_IN_ERR068023.fa	allele_44_IN_ERR068009.fa	allele_45_IN_ERR069811.fa	allele_46_IN_ERR129215.fa	allele_47_IN_ERR129186.fa	allele_48_IN_ERR129207.fa	allele_49_IN_ERR068039.fa	allele_4_IN_NC_017591.fna	allele_50_IN_ERR068010.fa	allele_51_IN_ERR129064.fa	allele_52_IN_ERR069769.fa	allele_53_IN_ERR124254.fa	allele_54_IN_ERR068040.fa	allele_55_IN_ERR129052.fa	allele_56_IN_ERR069790.fa	allele_57_IN_ERR069753.fa	allele_58_IN_ERR069810.fa	allele_59_IN_ERR067984.fa	allele_5_IN_NC_012466.fna	allele_60_IN_ERR069718.fa	allele_61_IN_ERR069692.fa	allele_62_IN_ERR069758.fa	allele_63_IN_ERR069797.fa	allele_64_IN_ERR124226.fa	allele_65_IN_ERR069800.fa	allele_66_IN_ERR129210.fa	allele_67_IN_ERR129213.fa	allele_68_IN_ERR069723.fa	allele_69_IN_ERR069717.fa	allele_6_IN_NC_012467.fna	allele_70_IN_ERR129144.fa	allele_7_IN_NC_021003.fna	allele_8_IN_NC_021006.fna	allele_9_IN_NC_017769.fna
allele_36_IN_ERR068041.fa	0.0	0.745609065156	0.0	0.605629877369	0.667777492951	0.742415885273	0.0	0.677852348993	0.730453799891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.744423542059	0.666930588546	0.7537702221	0.68288590604	0.689673766514	0.753161077515	0.7088	0.649539234851	0.993656922228	1.0	0.712346993081	0.713676352973	0.747592067989	0.754597858907	0.742905788876	0.774711348916	0.858970713676	0.669783596046	0.0	0.67461622807	0.837519623234	0.71527592642	0.713866666667	0.664712778429	0.0	0.709504685408	0.0	0.673399715505	0.627816627817	0.70363073459	0.64830385619	0.671884057971	0.66211707613	0.651036682616	0.6834997064	0.758413132695	0.72619047619	0.667873303167	0.685012701101	0.0	0.723468271335	0.0	0.857264714245	0.668714934544	0.689267166763	0.690369036904	0.605629139073	0.711224216448	0.0	0.724353741497	0.744342507645
allele_37_IN_ERR129057.fa	0.0	0.686685552408	0.0	0.602285395764	0.849525762625	0.870380584666	0.790935672515	0.860867320599	0.858119190815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.678849771567	0.723409870678	0.758157389635	0.641219239374	0.707198705851	0.685266630016	0.652533333333	0.70148003351	0.655819084391	0.661049723757	1.0	0.654225539856	0.68895184136	0.651935218227	0.691827468785	0.678682061391	0.638328120557	0.718407694363	0.0	0.679550438596	0.675039246468	0.656358304452	0.654933333333	0.831477139508	0.0	0.696921017403	0.605551969012	0.712375533428	0.701890701891	0.660005629046	0.636416352566	0.653913043478	0.726721261753	0.681020733652	0.726952436876	0.659370725034	0.667537746806	0.692307692308	0.714930849563	0.0	0.734135667396	0.0	0.636622121126	0.718407694363	0.706578188113	0.734773477348	0.0	0.695687114921	0.0	0.713741496599	0.622935779817
allele_38_IN_ERR124263.fa	0.0	0.742209631728	0.0	0.619286510591	0.670853627275	0.751516822945	0.604288499025	0.679401135777	0.741115363587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.90352055899	0.672472948007	0.803948450781	0.706096196868	0.715017524939	0.782297965915	0.993333333333	0.662105557107	0.741036955323	0.746685082873	0.739222990953	1.0	0.74447592068	0.75377436179	0.744324631101	0.753872148691	0.698038100654	0.687149345445	0.0	0.71326754386	0.690476190476	0.998133830978	0.9928	0.68815943728	0.0	0.705756358768	0.0	0.65746799431	0.662004662005	0.732057416268	0.685416062627	0.710724637681	0.676069153776	0.667304625199	0.693188490898	0.730506155951	0.700058072009	0.679336349925	0.737228337567	0.0	0.714715536105	0.0	0.696332101223	0.686347849319	0.714079630698	0.699969997	0.630463576159	0.707741762657	0.0	0.742585034014	0.688685015291
allele_39_IN_ERR124233.fa	0.0	0.99716713881	0.0	0.627090301003	0.634196359908	0.733590733591	0.0	0.638100154879	0.722799343904	0.0	0.0	0.0	0.0	0.0	0.0	0.614835948645	0.0	0.0	0.0	0.724805159903	0.654526260227	0.737866739786	0.732941834452	0.682394176328	0.721550302364	0.688266666667	0.699804523876	0.73248758963	0.733977900552	0.702501330495	0.691015729139	1.0	0.734010430963	0.996027241771	0.76260208392	0.762866079045	0.651349185146	0.608180839612	0.690789473684	0.645735217164	0.69288189816	0.691466666667	0.73856975381	0.0	0.695582329317	0.0	0.716642958748	0.612794612795	0.675204052913	0.71383009568	0.73768115942	0.700030330604	0.661562998405	0.717850851439	0.735430916553	0.787456445993	0.685972850679	0.744002257973	0.0	0.692013129103	0.0	0.764572078476	0.650280523644	0.716676283901	0.725472547255	0.0	0.694883471739	0.0	0.719455782313	0.921406727829
allele_3_IN_NC_010380.fna	0.0	0.765439093484	0.0	0.605351170569	0.658805434504	0.739658025372	0.0	0.67217346412	0.728266812466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.768073098629	0.669305885458	0.76830271456	0.674776286353	0.712860609329	0.74903793293	0.728266666667	0.659033789444	0.764754550469	0.77044198895	0.709419904204	0.732871234338	0.767705382436	1.0	0.767877412032	0.756125035201	0.726187091271	0.663104461662	0.0	0.714912280702	0.712715855573	0.735003998934	0.729066666667	0.667643610785	0.0	0.710575635877	0.0	0.654623044097	0.637658637659	0.703349282297	0.730646564222	0.753333333333	0.654534425235	0.66379585327	0.674104521433	0.74610123119	0.708478513357	0.675113122172	0.696020321761	0.0	0.710065645514	0.0	0.72448109184	0.661768634785	0.712637045586	0.680468046805	0.63940397351	0.71175997857	0.0	0.776598639456	0.713455657492
allele_40_IN_ERR129049.fa	0.0	0.991218130312	0.0	0.625418060201	0.628556780313	0.727799227799	0.0	0.632163138875	0.716511755057	0.0	0.0	0.0	0.0	0.0	0.0	0.606990014265	0.0	0.0	0.0	0.722117710293	0.648983900765	0.736221551961	0.726789709172	0.681046104071	0.716052776251	0.6864	0.694219491762	0.725868725869	0.728453038674	0.697179350718	0.689682751266	0.99433427762	0.731814438649	1.0	0.759785975781	0.756610747796	0.645471546888	0.605669178328	0.689418859649	0.648351648352	0.691815515862	0.695733333333	0.733001172333	0.0	0.690227576975	0.0	0.710384068279	0.611758611759	0.66985645933	0.707451435199	0.731594202899	0.695480740067	0.661244019139	0.711391661773	0.729411764706	0.786004645761	0.686576168929	0.742873271239	0.0	0.686542669584	0.0	0.758316747228	0.644937216137	0.714945181766	0.718871887189	0.0	0.689257969462	0.0	0.713469387755	0.91498470948
allele_41_IN_ERR067961.fa	0.0	0.758640226629	0.0	0.0	0.674186106127	0.750413678985	0.0	0.678626742385	0.738381629306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.723192690137	0.675376088678	0.732382780367	0.689597315436	0.689673766514	0.757833974711	0.6992	0.647025970399	0.753723110866	0.759944751381	0.715806279936	0.703545721141	0.7611898017	0.728520450178	0.760499432463	1.0	0.711117429628	0.668714934544	0.0	0.691885964912	0.704604918891	0.705411890163	0.707466666667	0.688452520516	0.0	0.732530120482	0.0	0.728876244666	0.641802641803	0.719110610751	0.69411423601	0.714782608696	0.685774946921	0.646889952153	0.70786846741	0.83365253078	0.876016260163	0.668778280543	0.692915608242	0.0	0.778172866521	0.0	0.712823429059	0.668180603794	0.683496826313	0.731773177318	0.0	0.731583177069	0.0	0.798911564626	0.773088685015
allele_42_IN_ERR129177.fa	0.0	0.787818696884	0.0	0.616778149387	0.608049218149	0.705736348593	0.0	0.616159008776	0.694641880809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.708680462241	0.636843494326	0.718124485879	0.722035794183	0.656511189	0.717702034085	0.674133333333	0.682211672717	0.869277440706	0.870718232044	0.681213411389	0.678485737137	0.790651558074	0.718363985726	0.784903518729	0.740636440439	1.0	0.635319262624	0.0	0.647203947368	0.773155416013	0.680885097307	0.6792	0.705744431419	0.0	0.676037483266	0.0	0.713798008535	0.0	0.667604840979	0.66280081183	0.685217391304	0.678798908098	0.650717703349	0.697005284792	0.724487004104	0.770615563298	0.678431372549	0.721140276602	0.0	0.68681619256	0.0	0.998294000569	0.634784931873	0.704270051933	0.703570357036	0.0	0.676399678543	0.0	0.688707482993	0.760244648318
allele_43_IN_ERR068023.fa	0.0	0.70283286119	0.0	0.610646599777	0.693668290182	0.77109762824	0.650341130604	0.708569953536	0.76079825041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6979306638	0.694114542096	0.795448313682	0.692673378076	0.720679428417	0.721275426058	0.670133333333	0.736107232617	0.684225041368	0.690607734807	0.767695582757	0.674220207945	0.70566572238	0.669777655778	0.700056753689	0.707687975218	0.661074779642	1.0	0.0	0.717105263158	0.632129774987	0.675819781392	0.6736	0.712778429074	0.0	0.719143239625	0.0	0.7106685633	0.669515669516	0.707571066704	0.661061177153	0.68347826087	0.70821959357	0.690271132376	0.726952436876	0.700683994528	0.682055749129	0.700452488688	0.748235958227	0.0	0.744529540481	0.0	0.662780779073	0.998931338499	0.725331794576	0.734773477348	0.608940397351	0.721135815698	0.0	0.715102040816	0.631498470948
allele_44_IN_ERR068009.fa	0.729252259655	0.0	0.673172598546	0.0	0.0	0.0	0.0	0.0	0.0	0.691708008505	0.0	0.668143226283	0.693095599393	0.688693098385	0.609523809524	0.722539229672	0.661103047896	0.695498050337	0.669103501347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.667158671587	0.0	0.688185926404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.982795698925	0.0	0.704139764527	0.0	0.0	0.0	0.0	0.655298013245	0.0	0.673303834808	0.0	0.0
allele_45_IN_ERR069811.fa	0.0	0.724645892351	0.0	0.640189520624	0.694180979236	0.775234418092	0.622807017544	0.704181724316	0.764352104975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.732867508734	0.62945368171	0.808609816287	0.676454138702	0.751685090321	0.738592633315	0.695733333333	0.750628316113	0.69360176503	0.69861878453	0.748004257584	0.699813383098	0.722379603399	0.723030469393	0.722190692395	0.728527175444	0.654535115155	0.713598717606	0.0	1.0	0.647828362114	0.701679552119	0.696533333333	0.72245017585	0.0	0.795448460509	0.0	0.732859174964	0.828023828024	0.695187165775	0.661061177153	0.68347826087	0.746132848044	0.617224880383	0.761009982384	0.715184678523	0.683797909408	0.632277526395	0.747389218177	0.0	0.786378555799	0.0	0.654535115155	0.712530056105	0.656376226197	0.769276927693	0.606953642384	0.795070988481	0.0	0.696054421769	0.714067278287
allele_46_IN_ERR129215.fa	0.0	0.717563739377	0.0	0.0	0.7241732889	0.683673469388	0.670808966862	0.732576148684	0.672772006561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.693361999463	0.651623119557	0.702221003565	0.651006711409	0.639255864114	0.687740516767	0.6576	0.617704551801	0.834528405957	0.840883977901	0.698775944651	0.66275659824	0.720113314448	0.70216854241	0.71963677639	0.726555899747	0.829968723344	0.612075874967	0.0	0.626370614035	1.0	0.664089576113	0.673066666667	0.651817116061	0.0	0.64953145917	0.0	0.643812233286	0.682724682725	0.636363636364	0.636416352566	0.659130434783	0.661813770094	0.647527910686	0.667058132707	0.697674418605	0.702961672474	0.666666666667	0.659328252893	0.0	0.66329321663	0.0	0.827978390674	0.611007213465	0.677149451818	0.67296729673	0.0	0.64907581034	0.0	0.660680272109	0.685626911315
allele_47_IN_ERR129186.fa	0.0	0.744192634561	0.0	0.621516164994	0.672391694437	0.753723110866	0.605506822612	0.681982447083	0.742755604155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.905133028756	0.67484824492	0.806142034549	0.708333333333	0.71717444055	0.783947223749	0.9952	0.664060318347	0.742967457253	0.749171270718	0.741085683874	0.998133830978	0.746458923513	0.755970354104	0.746311010216	0.755843424387	0.700597099801	0.688752337697	0.0	0.715460526316	0.692046049189	1.0	0.9952	0.69021101993	0.0	0.707095046854	0.0	0.659174964438	0.663817663818	0.734590486912	0.688025514642	0.712463768116	0.678192296027	0.669218500797	0.69495008808	0.732968536252	0.702380952381	0.681146304676	0.739486311036	0.0	0.716630196937	0.0	0.69889110037	0.688485172322	0.716387766878	0.701470147015	0.630463576159	0.709081167961	0.0	0.745034013605	0.693272171254
allele_48_IN_ERR129207.fa	0.0	0.741076487252	0.0	0.617892976589	0.670597282748	0.751516822945	0.605019493177	0.680175529169	0.740021869874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.899220639613	0.673264713645	0.801206471072	0.706375838926	0.712051765975	0.782297965915	0.989866666667	0.662105557107	0.741036955323	0.746961325967	0.738424693986	0.992535323914	0.743909348442	0.750480373319	0.74943246311	0.756688256829	0.699175433608	0.685813518568	0.0	0.709429824561	0.694924123496	0.994934684084	1.0	0.689331770223	0.0	0.7046854083	0.0	0.656899004267	0.659155659156	0.732620320856	0.686285879965	0.710724637681	0.678495602062	0.668899521531	0.69465648855	0.731600547196	0.705284552846	0.681146304676	0.735252610782	0.0	0.714168490153	0.0	0.697469434177	0.685546353193	0.712637045586	0.701170117012	0.623841059603	0.706670238414	0.0	0.74231292517	0.691131498471
allele_49_IN_ERR068039.fa	0.0	0.707932011331	0.610026789131	0.651059085842	0.780056395796	0.865692222835	0.707115009747	0.791171915333	0.853471842537	0.0	0.0	0.600221483942	0.620637329287	0.622246696035	0.0	0.0	0.0	0.0	0.601000384763	0.631013168503	0.0	0.714559912257	0.663590604027	0.655432731194	0.653930731171	0.6072	0.702597039933	0.625206839493	0.625966850829	0.798030867483	0.609437483338	0.70821529745	0.611034861378	0.703461975028	0.653337088144	0.650554449815	0.64707453914	0.0	0.659265350877	0.0	0.610503865636	0.608533333333	1.0	0.0	0.66452476573	0.0	0.719487908962	0.612017612018	0.60821840698	0.689765149319	0.706956521739	0.764937822263	0.65326953748	0.791250733999	0.628180574555	0.674216027875	0.702564102564	0.722269263336	0.0	0.697210065646	0.621344473984	0.651976116008	0.646005877638	0.744085401039	0.804080408041	0.0	0.668095365658	0.604719764012	0.651972789116	0.688379204893
allele_4_IN_NC_017591.fna	0.67419884963	0.0	0.777267508611	0.0	0.0	0.0	0.0	0.0	0.0	0.817150956768	0.777518475301	0.995939461056	0.91995447648	0.917033773862	0.726530612245	0.84664764622	0.884615384615	0.817440623892	0.898807233551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.660925726588	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64982078853	0.0	0.884922142043	0.0	0.0	0.0	0.0	0.0	0.0	0.994100294985	0.0	0.0
allele_50_IN_ERR068010.fa	0.0	0.727478753541	0.0	0.612040133779	0.715201230454	0.793712079426	0.63230994152	0.726381001549	0.783214871514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.724267669981	0.651623119557	0.81820674527	0.642617449664	0.751954704772	0.715503023639	0.687466666667	0.730522200503	0.723938223938	0.729834254144	0.765300691857	0.692082111437	0.730028328612	0.71699149053	0.725312145289	0.766544635314	0.683537105488	0.722682340369	0.0	0.796326754386	0.669806384092	0.693681684884	0.6912	0.73182883939	0.0	1.0	0.0	0.788335704125	0.742553742554	0.670700816212	0.638155987243	0.662608695652	0.717318774644	0.641786283892	0.737522019965	0.738166894665	0.715156794425	0.654901960784	0.762912785775	0.0	0.834245076586	0.0	0.681831106056	0.721613678867	0.68436237738	0.745874587459	0.615231788079	0.998124832574	0.0	0.743945578231	0.637920489297
allele_51_IN_ERR129064.fa	0.685291700904	0.0	0.616150019135	0.0	0.0	0.0	0.0	0.0	0.0	0.612686038271	0.0	0.615725359911	0.644916540212	0.637298091043	0.607823129252	0.658701854494	0.611393323657	0.616093583836	0.618699499808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.708288482239	0.0	0.0	0.0	0.0	0.0	0.614760147601	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.0	0.657424990505	0.0	0.0	0.0	0.0	0.681456953642	0.0	0.621312684366	0.0	0.0
allele_52_IN_ERR069769.fa	0.0	0.721246458924	0.0	0.0	0.651884132274	0.755929398787	0.631578947368	0.65952503872	0.74494259158	0.0	0.0	0.0	0.0	0.0	0.0	0.602353780314	0.0	0.0	0.0	0.647406611126	0.610715228292	0.772964080066	0.674496644295	0.692369911027	0.669048927982	0.618933333333	0.765149399609	0.667402095974	0.669889502762	0.732304417243	0.623833644362	0.724079320113	0.637112270107	0.719353007946	0.742044494509	0.697469434177	0.670317926797	0.0	0.709429824561	0.0	0.625699813383	0.623466666667	0.764067995311	0.0	0.758768406961	0.0	1.0	0.632996632997	0.626512806079	0.640185561032	0.66347826087	0.746739460115	0.613716108453	0.758073987082	0.706703146375	0.770615563298	0.651583710407	0.777307366638	0.0	0.863785557987	0.0	0.695763434746	0.669783596046	0.671090594345	0.763276327633	0.0	0.759174926333	0.0	0.728163265306	0.703363914373
allele_53_IN_ERR124254.fa	0.0	0.702549575071	0.0	0.629598662207	0.754934632146	0.726144511859	0.714668615984	0.765875064533	0.715144887917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.671324912658	0.62655054104	0.758979983548	0.65855704698	0.703154489081	0.684167124794	0.6336	0.734990226194	0.634031991175	0.639502762431	0.745077168707	0.637963209811	0.699716713881	0.673895141367	0.699205448354	0.673613066742	0.629513790162	0.658562650281	0.0	0.82538377193	0.705913134485	0.640095974407	0.642133333333	0.713950762016	0.0	0.74672021419	0.0	0.7106685633	1.0	0.63974106389	0.651783125544	0.674782608696	0.744919623901	0.615948963317	0.751614797416	0.66292749658	0.658246225319	0.629864253394	0.727349703641	0.0	0.729212253829	0.0	0.629513790162	0.657226823404	0.642527409117	0.759375937594	0.0	0.746584516475	0.0	0.639183673469	0.66880733945
allele_54_IN_ERR068040.fa	0.0	0.703682719547	0.0	0.0	0.637016149705	0.711803640375	0.0	0.648425400103	0.700929469656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.716742811072	0.682238057535	0.691253084727	0.805089485459	0.652736586681	0.838922484882	0.6816	0.69757051103	0.697186982901	0.703314917127	0.678286322512	0.687816582245	0.705949008499	0.679385122152	0.701475595914	0.722050126725	0.6733011089	0.675126903553	0.0	0.669682017544	0.64233385662	0.689682751266	0.688266666667	0.643317702227	0.0	0.638018741633	0.0	0.643243243243	0.620823620824	1.0	0.722528269063	0.745797101449	0.636336063088	0.612759170654	0.685848502642	0.70779753762	0.696283391405	0.637707390649	0.618402483771	0.0	0.683533916849	0.0	0.675007108331	0.673523911301	0.666474321985	0.690069006901	0.0	0.639967854273	0.0	0.692517006803	0.741590214067
allele_55_IN_ERR129052.fa	0.0	0.754957507082	0.623421354765	0.684503901895	0.0	0.687534473249	0.0	0.0	0.676872607983	0.0	0.0	0.617571059432	0.646433990895	0.637665198238	0.0	0.0	0.611030478955	0.0	0.622931896883	0.687180865359	0.62048033782	0.66273649575	0.775167785235	0.626853599353	0.74463991204	0.653333333333	0.748673554873	0.660507446222	0.663812154696	0.640766365088	0.65742468675	0.757790368272	0.719736480922	0.752837684449	0.709377640101	0.68893943702	0.653219342773	0.0	0.653782894737	0.0	0.658491069048	0.6568	0.742672919109	0.621033210332	0.625702811245	0.0	0.678520625889	0.0	0.728679988742	1.0	0.99884057971	0.720958447073	0.699840510367	0.759248385203	0.693844049248	0.734320557491	0.734238310709	0.665537679932	0.0	0.657822757112	0.677174325864	0.68694910435	0.652417846647	0.785920369302	0.768076807681	0.0	0.62577015805	0.626474926254	0.73387755102	0.686544342508
allele_56_IN_ERR069790.fa	0.0	0.754957507082	0.623421354765	0.684225195095	0.0	0.686707115279	0.0	0.0	0.676052487698	0.0	0.0	0.617201919528	0.646433990895	0.637665198238	0.0	0.0	0.611393323657	0.0	0.623316660254	0.687718355281	0.62048033782	0.66273649575	0.774888143177	0.626853599353	0.744090159428	0.653333333333	0.748115051662	0.660507446222	0.663812154696	0.639968068121	0.657158091176	0.757507082153	0.720285479001	0.75227014756	0.709096029288	0.688655103782	0.652417846647	0.0	0.65350877193	0.0	0.658224473474	0.6568	0.742086752638	0.621033210332	0.625435073628	0.0	0.678236130868	0.0	0.728398536448	0.999130182662	1.0	0.720958447073	0.700159489633	0.759248385203	0.693844049248	0.734320557491	0.734238310709	0.665537679932	0.0	0.657549234136	0.677554120775	0.68694910435	0.651349185146	0.785631852279	0.768076807681	0.0	0.62577015805	0.62610619469	0.734421768707	0.68623853211
allele_57_IN_ERR069753.fa	0.606820049302	0.676770538244	0.0	0.666109253066	0.0	0.665195808053	0.0	0.601703665462	0.655276107162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.606288632088	0.0	0.663284891692	0.642337807606	0.663521164734	0.611050027488	0.0	0.700083775482	0.607556536128	0.0	0.64262905801	0.0	0.674220963173	0.0	0.669409761635	0.612785130949	0.634063121979	0.627571466738	0.0	0.633771929825	0.0	0.0	0.0	0.751758499414	0.0	0.639892904953	0.0	0.709530583215	0.0	0.0	0.676717889243	0.701739130435	1.0	0.628389154705	0.907516147974	0.610943912449	0.666085946574	0.71161387632	0.702794242168	0.0	0.664934354486	0.602354728447	0.63576912141	0.626769970612	0.675995383728	0.91599159916	0.0	0.641575140638	0.0	0.611428571429	0.64006116208
allele_58_IN_ERR069810.fa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.626611957796	0.0	0.0	0.0	0.0	0.0	0.0	0.608872136851	0.628405797101	0.637549287231	1.0	0.0	0.0	0.0	0.843438914027	0.0	0.0	0.0	0.0	0.0	0.0	0.791402192729	0.0	0.0	0.0	0.0	0.0	0.0
allele_59_IN_ERR067984.fa	0.0	0.707932011331	0.617298124761	0.703177257525	0.616764932069	0.724765581908	0.0	0.627516778523	0.712684527064	0.0	0.0	0.613879660391	0.634673748103	0.631791483113	0.0	0.0	0.603410740203	0.0	0.614082339361	0.636388067724	0.0	0.728544008774	0.677572706935	0.6969533567	0.670698185816	0.609866666667	0.730522200503	0.638168781026	0.640607734807	0.70356572645	0.616102372701	0.705099150142	0.627504803733	0.701191827469	0.673331455928	0.664202445266	0.661234304034	0.0	0.693530701754	0.0	0.617968541722	0.615733333333	0.79366940211	0.608856088561	0.671218206158	0.0	0.740540540541	0.613830613831	0.626512806079	0.710350826326	0.734782608696	0.905975128905	0.617543859649	1.0	0.66976744186	0.69918699187	0.667873303167	0.736099350833	0.0	0.723194748359	0.64489175845	0.666192777936	0.660165642533	0.713502596653	0.961296129613	0.0	0.673452986874	0.622787610619	0.672108843537	0.678899082569
allele_5_IN_NC_012466.fna	0.0	0.762889518414	0.0	0.602285395764	0.665983081261	0.740761169333	0.619639376218	0.683789364997	0.730727173319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.738511152916	0.679862760623	0.74499588703	0.708333333333	0.695874898895	0.773501924134	0.7024	0.660709299078	0.764202978489	0.770718232044	0.725385843534	0.707544654759	0.760623229462	0.744441394455	0.755675368899	0.862010701211	0.723059425647	0.693026983703	0.0	0.704495614035	0.70905285191	0.709144228206	0.706933333333	0.682883939039	0.0	0.728781793842	0.0	0.716642958748	0.656306656307	0.726709822685	0.699333140041	0.72	0.705489839248	0.654226475279	0.73165002936	1.0	0.815911730546	0.669683257919	0.681343494214	0.0	0.777625820569	0.0	0.72448109184	0.691958322201	0.693017888055	0.739273927393	0.609602649007	0.731047414948	0.0	0.815238095238	0.75993883792
allele_60_IN_ERR069718.fa	0.0	0.798016997167	0.0	0.0	0.615226864906	0.713458356315	0.0	0.618998451213	0.70311645708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.686643375437	0.643177619425	0.695914450233	0.724832214765	0.653275815584	0.721000549753	0.662933333333	0.681094666294	0.720904578047	0.722099447514	0.686003193188	0.667022127433	0.795467422096	0.690914081801	0.793700340522	0.89411433399	0.754620415127	0.633181939621	0.0	0.663103070175	0.643118785976	0.668888296454	0.670933333333	0.708968347011	0.0	0.69718875502	0.0	0.768705547653	0.0	0.679425837321	0.700492896492	0.721449275362	0.699120412496	0.644976076555	0.718144450969	0.799452804378	1.0	0.679034690799	0.723116003387	0.0	0.742067833698	0.0	0.754620415127	0.632113278119	0.690998268898	0.741074107411	0.0	0.695687114921	0.0	0.761360544218	0.791437308869
allele_61_IN_ERR069692.fa	0.621199671323	0.678753541076	0.0	0.0	0.0	0.656094870381	0.0	0.0	0.644887916894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.621338349906	0.602797571919	0.663833287634	0.653523489933	0.0	0.0	0.0	0.644791957554	0.625758411473	0.604972375691	0.637839276211	0.0	0.680736543909	0.601976393083	0.680476730988	0.631371444663	0.653682115439	0.612877371093	0.0	0.0	0.0	0.601706211677	0.0	0.734759671747	0.0	0.0	0.0	0.634992887624	0.0	0.0	0.704841983184	0.724927536232	0.722171671216	0.850717703349	0.686435701703	0.0	0.660278745645	1.0	0.666102173299	0.0	0.0	0.0	0.651976116008	0.611808709591	0.878534333526	0.69096909691	0.0	0.0	0.0	0.607891156463	0.647400611621
